,Load Time,Prompt Eval Time,Prompt Eval Tokens,Prompt Eval Time Per Token,Prompt Eval Tokens Per Sec,Eval Time,Eval Tokens,Eval Time per token,Eval Tokens Per Sec,Total Time,Total Tokens (high),Finish Reason,Prompt Tokens,Completion Tokens,Total Tokens (low),Dataset,Prompt,Q_type
10,1.0530599999999999,5.4676599999999995,93.0,0.05879,17.01,7.69808,27.0,0.28511000000000003,3.51,13.217,120.0,stop,97,27,124,gemma3-12b-z-1100%,Input: 'The cat sat on the mat.' Part-of-speech tagged: The(DET) cat(NOUN) sat(VERB) on(PREP) the(DET) mat(NOUN). Input: 'Birds fly high.' Part-of-speech tagged: Birds(NOUN) fly(VERB) high(ADV). Input: 'She quickly ran to the store.' Part-of-speech tagged:,Few-Shot
11,1.0530599999999999,2.33391,38.0,0.06142,16.28,3.0682600000000004,11.0,0.27893,3.59,5.42341,49.0,stop,42,11,53,gemma3-12b-z-1100%,Movie Title: 'Inception' Genre: Science Fiction Movie Title: 'The Shawshank Redemption' Genre: Drama Movie Title: 'Jurassic Park' Genre:,Few-Shot
12,1.0530599999999999,2.9873000000000003,47.0,0.06356,15.73,0.2766,1.0,0.2766,3.62,3.2675500000000004,48.0,stop,51,1,52,gemma3-12b-z-1100%,"Review: 'Loved the food, but the service was slow.' Sentiment: Mixed Review: 'Absolutely terrible, waste of money.' Sentiment: Negative Review: 'This product exceeded all my expectations.' Sentiment:",Few-Shot
13,1.0530599999999999,3.3216799999999997,55.0,0.06039,16.56,1.6640899999999998,6.0,0.27735000000000004,3.61,5.00645,61.0,stop,59,6,65,gemma3-12b-z-1100%,Simplify: x + x + y Result: 2x + y Simplify: 3a + 2b - a Result: 2a + 2b Simplify: 5p - 2p + 4q Result:,Few-Shot
14,1.0530599999999999,1.60941,25.0,0.06437999999999999,15.53,21.09303,75.0,0.28124,3.56,22.85602,100.0,stop,29,75,104,gemma3-12b-z-1100%,Synonym for 'happy': joyful Synonym for 'sad': sorrowful Synonym for 'big':,Few-Shot
15,1.0530599999999999,1.68326,23.0,0.07318999999999999,13.66,1.70764,6.0,0.28461000000000003,3.51,3.40355,29.0,stop,27,6,33,gemma3-12b-z-1100%,Country: France Capital: Paris Country: Germany Capital: Berlin Country: Italy Capital:,Few-Shot
16,1.0530599999999999,3.05838,50.0,0.06117,16.35,1.9823499999999998,7.0,0.28319,3.53,5.05563,57.0,stop,54,7,61,gemma3-12b-z-1100%,Input: 'It's raining cats and dogs.' Meaning: Raining very heavily. Input: 'He's feeling under the weather.' Meaning: Feeling unwell. Input: 'She spilled the beans.' Meaning:,Few-Shot
17,1.0530599999999999,3.3419,56.0,0.05968,16.76,2.84398,10.0,0.2844,3.52,6.20638,66.0,stop,63,10,73,gemma3-12b-z-1100%,"Input: 'Dr. Smith presented at the conference.' Entities: Dr. Smith (PERSON) Input: 'Apple Inc. announced new iPhones.' Entities: Apple Inc. (ORG), iPhones (PRODUCT) Input: 'The Eiffel Tower is in Paris.' Entities:",Few-Shot
18,1.0530599999999999,3.97198,68.0,0.05841,17.12,2.2976,8.0,0.2872,3.48,6.2863500000000005,76.0,stop,75,8,83,gemma3-12b-z-1100%,"Input: 'convert 10 miles to kilometers' Tool Use: convert_units(10, 'miles', 'kilometers') Input: 'calculate square root of 64' Tool Use: calculate_math(sqrt(64)) Input: 'find today's weather in London' Tool Use:",Few-Shot
19,1.0530599999999999,6.074520000000001,102.0,0.05955,16.79,5.388739999999999,19.0,0.28362,3.53,11.49995,121.0,stop,106,19,125,gemma3-12b-z-1100%,"Summary of: 'The cat chased the mouse. The mouse ran into its hole.' Summary: The cat hunted the mouse, which escaped into its hole. Summary of: 'The sun rose, painting the sky with vibrant colors. Birds began to sing.' Summary: The sunrise brought a colorful sky and the sound of singing birds. Summary of: 'Scientists discovered a new exoplanet. It is twice the size of Earth and orbits a star similar to our sun.' Summary:",Few-Shot
20,1.0530599999999999,3.21381,53.0,0.06064,16.49,55.80432,197.0,0.28326999999999997,3.53,59.41574,250.0,stop,57,197,254,gemma3-12b-z-1100%,"If a baker bakes 20 cakes in 4 hours, and his assistant bakes 15 cakes in 5 hours, how many cakes can they bake together in 2 hours? Let's break this down.",Chain-of-Thought
21,1.0530599999999999,3.18097,54.0,0.05891,16.98,46.624199999999995,165.0,0.28257,3.54,50.12411,219.0,stop,58,165,223,gemma3-12b-z-1100%,"I have a rectangular garden plot that is 10 meters long and 8 meters wide. If I want to put a fence around it, and fencing costs $5 per meter, how much will the fence cost? Show your steps.",Chain-of-Thought
22,1.0530599999999999,2.08687,34.0,0.061380000000000004,16.29,37.30839,132.0,0.28264,3.54,39.688480000000006,166.0,stop,38,132,170,gemma3-12b-z-1100%,Sarah is older than Tom. Tom is older than Lisa. Lisa is older than Mark. Is Sarah older than Mark? Explain your reasoning.,Chain-of-Thought
23,1.0530599999999999,3.00698,47.0,0.06398,15.63,96.61328999999999,341.0,0.28332,3.53,100.35584,388.0,stop,51,341,392,gemma3-12b-z-1100%,"If an item is discounted by 20%, and then an additional 10% is taken off the discounted price, what is the total percentage discount from the original price? Think step by step.",Chain-of-Thought
24,1.0530599999999999,4.43485,75.0,0.05913,16.91,107.34295,377.0,0.28473000000000004,3.51,112.60713,452.0,stop,79,377,456,gemma3-12b-z-1100%,"You have three boxes. One is labeled 'Apples,' one is labeled 'Oranges,' and one is labeled 'Apples and Oranges.' You know that every box is incorrectly labeled. You can only pick one fruit from one box. Which box would you pick from to correctly label all three boxes? Explain your thought process.",Chain-of-Thought
25,1.0530599999999999,2.76904,45.0,0.06153,16.25,34.589940000000006,122.0,0.28352,3.53,37.62457,167.0,stop,49,122,171,gemma3-12b-z-1100%,"A cyclist travels 60 miles in 3 hours. If they maintain the same average speed, how long will it take them to travel 100 miles? Break down the calculation.",Chain-of-Thought
26,1.0530599999999999,2.22807,31.0,0.07187,13.91,35.80062,127.0,0.28189,3.55,38.298610000000004,158.0,stop,35,127,162,gemma3-12b-z-1100%,"If today is Tuesday, what day of the week will it be in 100 days? Think step by step.",Chain-of-Thought
27,1.0530599999999999,2.68411,44.0,0.061,16.39,38.3256,135.0,0.28389,3.52,41.30687,179.0,stop,48,135,183,gemma3-12b-z-1100%,"You are planning a party. You need 3 sodas for every 2 guests. If you expect 18 guests, how many sodas do you need? Show your calculations.",Chain-of-Thought
28,1.0530599999999999,2.34776,35.0,0.06708,14.91,73.28107000000001,259.0,0.28294,3.53,76.16765,294.0,stop,39,259,298,gemma3-12b-z-1100%,Evaluate the expression: 5 + (3 * (8 - 4)) / 2. Show each step according to order of operations.,Chain-of-Thought
29,1.0530599999999999,1.8709,29.0,0.06451000000000001,15.5,93.98528999999999,332.0,0.28308999999999995,3.53,96.55186,361.0,stop,33,332,365,gemma3-12b-z-1100%,What is the sum of all integers from 1 to 10? Explain how you arrived at the answer.,Chain-of-Thought
30,1.0530599999999999,1.51623,22.0,0.06892,14.51,5.96512,21.0,0.28405,3.52,7.52009,43.0,stop,27,21,48,gemma3-12b-z-1100%,What was the winning country of the FIFA World Cup in 2018?,ReAct
31,1.0530599999999999,1.8958199999999998,29.0,0.06537000000000001,15.3,132.84904999999998,467.0,0.28447,3.52,135.78094000000002,496.0,stop,33,467,500,gemma3-12b-z-1100%,"How many days are there between today's date and December 25th, 2025?",ReAct
32,1.0530599999999999,2.22198,35.0,0.06349,15.75,36.16713,128.0,0.28256,3.54,38.65078,163.0,stop,39,128,167,gemma3-12b-z-1100%,"If a car travels at an average speed of 70 km/h, how long will it take to cover 500 km?",ReAct
33,1.0530599999999999,1.41396,19.0,0.07442,13.44,56.61191,200.0,0.28306,3.53,58.44968,219.0,stop,23,200,223,gemma3-12b-z-1100%,What is the current stock price of Google (GOOGL)?,ReAct
34,1.0530599999999999,1.35353,15.0,0.09023,11.08,47.345099999999995,168.0,0.28182,3.55,49.02536,183.0,stop,19,168,187,gemma3-12b-z-1100%,Find a recent news headline about artificial intelligence.,ReAct
35,1.0530599999999999,1.09233,17.0,0.06425,15.56,289.04084,999.0,0.28933,3.46,293.07827000000003,1016.0,length,21,1000,1021,gemma3-12b-z-1100%,What is the recipe for a classic Spaghetti Carbonara?,ReAct
36,1.0530599999999999,0.93826,16.0,0.05864,17.05,8.72824,31.0,0.28156,3.55,9.724920000000001,47.0,stop,20,31,51,gemma3-12b-z-1100%,Calculate the square root of 256.,ReAct
37,1.0530599999999999,1.52104,22.0,0.06914000000000001,14.46,6.4492899999999995,23.0,0.2804,3.57,8.01322,45.0,stop,26,23,49,gemma3-12b-z-1100%,Who directed the movie 'Oppenheimer' and what year was it released?,ReAct
38,1.0530599999999999,1.10924,17.0,0.06525,15.33,288.95149,999.0,0.28924,3.46,293.02393,1016.0,length,21,1000,1021,gemma3-12b-z-1100%,What are the main features of the latest iPhone model?,ReAct
39,1.0530599999999999,2.22607,37.0,0.06016,16.62,23.49454,83.0,0.28307,3.53,25.90688,120.0,stop,41,83,124,gemma3-12b-z-1100%,"If a store has a 30% off sale on an item that originally costs $150, what is the final price after the discount?",ReAct
40,1.0530599999999999,5.21755,90.0,0.05797,17.25,9.33175,33.0,0.28278,3.54,14.61804,123.0,stop,94,33,127,gemma3-12b-z-1100%,"Summarize the following paragraph in one sentence: 'The invention of the printing press by Johannes Gutenberg in the 15th century revolutionized the spread of information. Before its advent, books were painstakingly copied by hand, making them expensive and rare. The printing press enabled the mass production of texts, leading to increased literacy, the wider dissemination of knowledge, and a profound impact on science, religion, and politics across Europe.'",Text-Summarization
41,1.0530599999999999,6.42962,114.0,0.0564,17.73,21.83481,77.0,0.28357,3.53,28.42263,191.0,stop,118,77,195,gemma3-12b-z-1100%,"Provide a 2-3 sentence summary of the following excerpt: 'Climate change refers to long-term shifts in temperatures and weather patterns. These shifts may be natural, but since the 1800s, human activities have been the main driver of climate change, primarily due to the burning of fossil fuels (like coal, oil, and gas) which produces heat-trapping gases. The consequences of climate change include rising sea levels, more extreme weather events, disruptions to ecosystems, and threats to human health and food security.'",Text-Summarization
42,1.0530599999999999,7.33713,131.0,0.05601,17.85,12.452879999999999,44.0,0.28302,3.53,19.88098,175.0,stop,135,44,179,gemma3-12b-z-1100%,"Condense the following short story into a paragraph of no more than 50 words: 'Elara, a young elf, lived in a hidden village deep within the Whispering Woods. One day, a dark blight began to spread, slowly turning the ancient trees to ash. The elders believed it was a curse, but Elara, brave and curious, ventured out, following a faint, glowing trail. It led her to a forgotten spring, polluted by a shadowy crystal. With courage and a pure heart, she touched the crystal, absorbing its darkness and transforming it into light, healing the woods and saving her people.'",Text-Summarization
43,1.0530599999999999,6.8283000000000005,119.0,0.05738,17.43,25.23372,89.0,0.28352,3.53,32.25177,208.0,stop,123,89,212,gemma3-12b-z-1100%,"Summarize the key argument made in the following research abstract: 'This paper proposes a novel deep learning architecture for image recognition that significantly reduces computational overhead while maintaining high accuracy. Through the implementation of a sparse attention mechanism and a compressed convolutional layer, our model achieves a 30% reduction in parameters and a 45% faster inference time compared to state-of-the-art models on the ImageNet dataset, with only a 0.5% drop in accuracy. These results suggest a promising direction for deploying complex vision models on resource-constrained devices.'",Text-Summarization
44,1.0530599999999999,4.3445,76.0,0.057159999999999996,17.49,4.76732,17.0,0.28043,3.57,9.15187,93.0,stop,80,17,97,gemma3-12b-z-1100%,"Provide a headline-style summary (less than 10 words) of the following event: 'A powerful earthquake, measuring 7.8 on the Richter scale, struck the coast of Japan early Tuesday morning, triggering tsunami warnings and causing widespread damage to infrastructure and buildings. Authorities have urged residents in coastal areas to evacuate immediately as rescue efforts begin.'",Text-Summarization
45,1.0530599999999999,7.3590100000000005,127.0,0.05794,17.26,45.34585,160.0,0.28341000000000005,3.53,53.026050000000005,287.0,stop,131,160,291,gemma3-12b-z-1100%,"Summarize the main characteristics of a 'black hole' based on the text below: 'A black hole is a region of spacetime where gravity is so strong that nothing—no particles or even electromagnetic radiation like light—can escape from it. The theory of general relativity predicts that a sufficiently compact mass can deform spacetime to form a black hole. The boundary of the region from which no escape is possible is called the event horizon. Although it obstructs the passage of light, its presence can be inferred through its interaction with other matter and electromagnetic radiation, such as the disruption of nearby stars and active galactic nuclei.'",Text-Summarization
46,1.0530599999999999,5.83348,104.0,0.05609,17.83,19.859810000000003,70.0,0.28370999999999996,3.52,25.83133,174.0,stop,108,70,178,gemma3-12b-z-1100%,"Create a two-sentence news brief from this press release excerpt: 'Quantum Leap Corp. announced today the successful development of QLC-001, a revolutionary battery technology promising to extend electric vehicle range by 50% and reduce charging times by 70%. The company plans to begin pilot manufacturing in Q3 2025, with full commercial production anticipated by mid-2026. This breakthrough is expected to significantly accelerate the global transition to sustainable transportation.'",Text-Summarization
47,1.0530599999999999,1.4941600000000002,24.0,0.062259999999999996,16.06,27.61774,98.0,0.28181,3.55,29.30295,122.0,stop,28,98,126,gemma3-12b-z-1100%,Summarize the plot of 'Romeo and Juliet' in about 3-4 sentences.,Text-Summarization
48,1.0530599999999999,3.83877,66.0,0.058159999999999996,17.19,18.980919999999998,67.0,0.2833,3.53,22.95132,133.0,stop,70,67,137,gemma3-12b-z-1100%,"Extract the key takeaway message from the following motivational quote: 'The only way to do great work is to love what you do. If you haven't found it yet, keep looking. Don't settle. As with all matters of the heart, you'll know when you find it.'",Text-Summarization
49,1.0530599999999999,1.4076199999999999,19.0,0.07409,13.5,11.81297,42.0,0.28126,3.56,13.29716,61.0,stop,23,42,65,gemma3-12b-z-1100%,Summarize the process of photosynthesis in simple terms (2 sentences).,Text-Summarization
50,1.0530599999999999,2.46456,41.0,0.06011,16.64,10.145100000000001,36.0,0.28181,3.55,12.68417,77.0,stop,45,36,81,gemma3-12b-z-1100%,"Extract the full name, company, and job title from the following: 'For inquiries, please contact our Head of Marketing, Ms. Eleanor Vance, at Global Innovations Inc.'",Information Extraction
51,1.0530599999999999,3.64103,59.0,0.06171,16.2,13.86382,49.0,0.28294,3.53,17.61077,108.0,stop,63,49,112,gemma3-12b-z-1100%,"From the product description, list the product name, price, and available colors: 'Introducing the new Aurora Smartwatch! Priced at $299.99, this device comes in Midnight Black, Arctic Silver, and Rose Gold. Limited stock available.'",Information Extraction
52,1.0530599999999999,3.38327,55.0,0.061509999999999995,16.26,11.785120000000001,42.0,0.2806,3.56,15.26226,97.0,stop,59,42,101,gemma3-12b-z-1100%,"Extract the date, city, and performing artist from the concert announcement: 'Don't miss 'The Lumineers' live in concert! Coming to the Fillmore in San Francisco on October 27, 2025.'",Information Extraction
53,1.0530599999999999,4.621560000000001,78.0,0.05925,16.88,18.679419999999997,66.0,0.28302,3.53,23.43984,144.0,stop,82,66,148,gemma3-12b-z-1100%,"From the research abstract, identify the key finding and the methodology used: 'Our study investigated the effects of mindfulness meditation on stress reduction in university students. Using a randomized controlled trial design with 120 participants, we found a statistically significant reduction in perceived stress levels (p < 0.01) in the intervention group compared to the control group.'",Information Extraction
54,1.0530599999999999,3.85687,66.0,0.05844,17.11,25.986720000000002,92.0,0.28246,3.54,30.0118,158.0,stop,70,92,162,gemma3-12b-z-1100%,"List all ingredients from the recipe instructions: 'First, sauté one onion and two cloves of garlic in olive oil. Then, add 400g of chopped tomatoes, 200ml of vegetable broth, and a pinch of basil and oregano. Simmer for 20 minutes.'",Information Extraction
55,1.0530599999999999,3.44406,60.0,0.0574,17.42,16.656740000000003,59.0,0.28232,3.54,20.22632,119.0,stop,64,59,123,gemma3-12b-z-1100%,"From the job posting, extract the required experience level and any mandatory programming languages: 'We are seeking a Senior Software Engineer with at least 5 years of experience in Python. Knowledge of Java is a plus, but Python is required. Must have experience with cloud platforms.'",Information Extraction
56,1.0530599999999999,3.37242,55.0,0.06132,16.31,16.965439999999997,60.0,0.28276,3.54,20.464740000000003,115.0,stop,59,60,119,gemma3-12b-z-1100%,"Identify the sender, recipient, and subject of the email fragment: 'From: alex.smith@example.com To: project_team@example.com Subject: Meeting Agenda for Q3 Planning Hi Team, please review the attached agenda...'",Information Extraction
57,1.0530599999999999,3.22861,56.0,0.05765,17.34,13.276549999999999,47.0,0.28248,3.54,16.591060000000002,103.0,stop,60,47,107,gemma3-12b-z-1100%,"From the medical note, extract the patient's age, diagnosis, and prescribed medication: 'Patient: Jane Doe, Age: 45. Diagnosis: Type 2 Diabetes. Prescribed: Metformin 500mg twice daily.'",Information Extraction
58,1.0530599999999999,2.9052800000000003,46.0,0.06316,15.83,11.30388,40.0,0.2826,3.54,14.28261,86.0,stop,50,40,90,gemma3-12b-z-1100%,"Extract the product name, model number, and manufacturer from the following: 'This is the new 'UltraBlend Pro' blender, Model BL-7000, manufactured by KitchenMaster Inc.'",Information Extraction
59,1.0530599999999999,3.82906,68.0,0.05631,17.76,14.08986,50.0,0.2818,3.55,18.01839,118.0,stop,72,50,122,gemma3-12b-z-1100%,"From the academic citation, extract the author(s), publication year, and journal name: 'Smith, J., & Johnson, A. (2023). The Impact of AI on Modern Education. Journal of Learning Technologies, 15(2), 123-145.'",Information Extraction
60,1.0530599999999999,1.1754,14.0,0.08395999999999999,11.91,35.29491,125.0,0.28236,3.54,36.70422,139.0,stop,18,125,143,gemma3-12b-z-1100%,What is the largest ocean on Earth?,Question-Answering
61,1.0530599999999999,3.58855,59.0,0.06082,16.44,6.7545,24.0,0.28144,3.55,10.395190000000001,83.0,stop,63,24,87,gemma3-12b-z-1100%,"Based on the passage: 'The human brain consumes about 20% of the body's total oxygen and calories, despite accounting for only 2% of the body's weight.', what percentage of the body's oxygen does the human brain consume?",Question-Answering
62,1.0530599999999999,0.9521900000000001,16.0,0.05951,16.8,6.17148,22.0,0.28052,3.56,7.1640500000000005,38.0,stop,20,22,42,gemma3-12b-z-1100%,Who wrote 'To Kill a Mockingbird'?,Question-Answering
63,1.0530599999999999,2.9696599999999997,47.0,0.06318,15.83,7.83645,28.0,0.27987,3.57,10.857370000000001,75.0,stop,51,28,79,gemma3-12b-z-1100%,"According to the text: 'The earliest known writing system, cuneiform, emerged in Mesopotamia around 3500-3000 BCE.', when did cuneiform emerge and where?",Question-Answering
64,1.0530599999999999,1.2138,20.0,0.06069,16.48,289.18267,999.0,0.28947,3.45,293.29735999999997,1019.0,length,24,1000,1024,gemma3-12b-z-1100%,What is the process by which plants convert light energy into chemical energy?,Question-Answering
65,1.0530599999999999,2.7899000000000003,49.0,0.05694,17.56,5.6244700000000005,20.0,0.28122,3.56,8.45181,69.0,stop,53,20,73,gemma3-12b-z-1100%,"From the following statement: 'The company's revenue increased by 15% in Q1, driven primarily by strong sales in the European market.', what was the main driver of revenue increase in Q1?",Question-Answering
66,1.0530599999999999,0.94476,16.0,0.05905,16.94,12.08191,43.0,0.28097000000000005,3.56,13.114040000000001,59.0,stop,20,43,63,gemma3-12b-z-1100%,Which planet is known as the 'Red Planet'?,Question-Answering
67,1.0530599999999999,4.53241,75.0,0.06043,16.55,6.50297,23.0,0.28274,3.54,11.077620000000001,98.0,stop,79,23,102,gemma3-12b-z-1100%,"Based on this information: 'Mount Everest is the Earth's highest mountain above sea level, located in the Mahalangur Himal sub-range of the Himalayas. Its summit is 8,848.86 meters (29,031.7 feet) above sea level.', how high is Mount Everest in feet?",Question-Answering
68,1.0530599999999999,1.21081,20.0,0.06054,16.52,84.65524,299.0,0.28313,3.53,86.528,319.0,stop,24,299,323,gemma3-12b-z-1100%,What is the primary gas responsible for the Earth's greenhouse effect?,Question-Answering
69,1.0530599999999999,3.83324,63.0,0.06085,16.44,5.08636,18.0,0.28258,3.54,8.95284,81.0,stop,67,18,85,gemma3-12b-z-1100%,"According to the provided recipe: 'Mix flour, sugar, and baking powder. Add eggs and milk, stir until smooth. Pour into a greased pan and bake at 350°F for 30 minutes.', what temperature should the oven be set to for baking?",Question-Answering
70,1.0530599999999999,2.73914,43.0,0.0637,15.7,9.002690000000001,32.0,0.28132999999999997,3.55,11.800049999999999,75.0,stop,47,32,79,gemma3-12b-z-1100%,"Classify the following news article title into one of these categories: [Sports, Politics, Technology, Business, Health]: 'Tech Giant Unveils New AI-Powered Smartwatch'",Text-Classification
71,1.0530599999999999,2.22576,35.0,0.06359000000000001,15.72,23.14136,82.0,0.28220999999999996,3.54,25.51636,117.0,stop,39,82,121,gemma3-12b-z-1100%,"Categorize the sentiment of the following customer review: [Positive, Negative, Neutral]: 'The delivery was fast, but the product arrived damaged.'",Text-Classification
72,1.0530599999999999,2.46904,39.0,0.06331,15.8,45.75882,162.0,0.28246,3.54,48.55882,201.0,stop,43,162,205,gemma3-12b-z-1100%,"Classify the following email subject line as [Spam, Work, Personal, Marketing]: 'URGENT: Your account has been compromised! Click here now!'",Text-Classification
73,1.0530599999999999,2.3706300000000002,40.0,0.05927,16.87,78.20106,276.0,0.28334,3.53,81.15709,316.0,stop,44,276,320,gemma3-12b-z-1100%,"What is the domain of the following research paper title: [Physics, Biology, Chemistry, Computer Science, Economics]: 'Quantum Entanglement in Superconducting Qubits'",Text-Classification
74,1.0530599999999999,3.15093,56.0,0.05627,17.77,12.95625,46.0,0.28166,3.55,16.19088,102.0,stop,60,46,106,gemma3-12b-z-1100%,"Categorize the following short text based on its genre: [News Report, Advertisement, Recipe, Poem]: 'Preheat oven to 375°F. Mix flour, sugar, eggs, and milk. Bake for 25 minutes.'",Text-Classification
75,1.0530599999999999,2.5654899999999996,44.0,0.05831,17.15,12.373700000000001,44.0,0.28122,3.56,15.02736,88.0,stop,48,44,92,gemma3-12b-z-1100%,"Classify the following sentence as pertaining to [History, Geography, Science, Arts]: 'The Roman Empire fell in 476 AD, marking the end of ancient civilization in Europe.'",Text-Classification
76,1.0530599999999999,2.46254,41.0,0.06006,16.65,22.25966,79.0,0.28176999999999996,3.55,24.87459,120.0,stop,45,79,124,gemma3-12b-z-1100%,"What is the primary purpose of this sentence: [Inform, Persuade, Entertain, Instruct]: 'Buy now and get 50% off for a limited time!'",Text-Classification
77,1.0530599999999999,2.5688299999999997,44.0,0.05838,17.13,10.37137,37.0,0.28031,3.57,13.02583,81.0,stop,48,37,85,gemma3-12b-z-1100%,"Classify the following product description based on product type: [Apparel, Electronics, Home Goods, Food]: 'A lightweight, noise-cancelling over-ear headphone with Bluetooth connectivity.'",Text-Classification
78,1.0530599999999999,2.7233899999999998,45.0,0.060520000000000004,16.52,13.85927,49.0,0.28284,3.54,16.67975,94.0,stop,49,49,98,gemma3-12b-z-1100%,"Assign a customer service issue type to the following query: [Billing, Technical Support, Product Inquiry, Returns]: 'My Wi-Fi keeps disconnecting, and I can't access the internet.'",Text-Classification
79,1.0530599999999999,2.34033,38.0,0.061590000000000006,16.24,9.296719999999999,33.0,0.28172,3.55,11.69692,71.0,stop,42,33,75,gemma3-12b-z-1100%,"Classify the following book title based on its likely subject: [Fiction, Non-fiction]: 'The History of the World in 100 Objects'",Text-Classification
80,1.0530599999999999,3.5820100000000004,61.0,0.05872,17.03,195.56817999999998,681.0,0.28718,3.48,200.84349,742.0,stop,65,681,746,gemma3-12b-z-1100%,CONVERSATION: Fantasy Book Recommendation,Conversation
81,1.0530599999999999,2.6469,48.0,0.05514,18.13,59.85481,212.0,0.28232999999999997,3.54,62.93853,260.0,stop,52,212,264,gemma3-12b-z-1100%,CONVERSATION: Broken Internet,Conversation
82,1.0530599999999999,3.31485,55.0,0.060270000000000004,16.59,32.68841,116.0,0.2818,3.55,36.24339,171.0,stop,59,116,175,gemma3-12b-z-1100%,CONVERSATION: Whats the weather like today?,Conversation
83,1.0530599999999999,4.68086,79.0,0.05925,16.88,290.57174,999.0,0.29086,3.44,298.1019,1078.0,length,83,1000,1083,gemma3-12b-z-1100%,CONVERSATION: Tell me a bit about ai,Conversation
84,1.0530599999999999,3.7130199999999998,62.0,0.05989,16.7,58.10868,205.0,0.28346,3.53,62.22428,267.0,stop,66,205,271,gemma3-12b-z-1100%,CONVERSATION: Flight to London,Conversation
85,1.0530599999999999,3.84857,63.0,0.061090000000000005,16.37,139.06113,488.0,0.28496,3.51,144.07770000000002,551.0,stop,68,488,556,gemma3-12b-z-1100%,CONVERSATION: Feeling a bit down,Conversation
86,1.0530599999999999,3.4015,60.0,0.05669,17.64,289.89572999999996,999.0,0.29019,3.45,296.17499,1059.0,length,64,1000,1064,gemma3-12b-z-1100%,CONVERSATION: Best way to leanr new programming languare?,Conversation
87,1.0530599999999999,2.04863,33.0,0.062079999999999996,16.11,1.96277,7.0,0.2804,3.57,4.02579,40.0,stop,37,7,44,gemma3-12b-z-1100%,CONVERSATION: Tell me a joke,Conversation
88,1.0530599999999999,3.4258200000000003,58.0,0.05907,16.93,187.52304,654.0,0.28673000000000004,3.49,192.57673,712.0,stop,62,654,716,gemma3-12b-z-1100%,CONVERSATION: Need help planning a healthy meal,Conversation
89,1.0530599999999999,6.34532,111.0,0.05717,17.49,185.40248,645.0,0.28745,3.48,193.35387,756.0,stop,115,645,760,gemma3-12b-z-1100%,CONVERSATION: Story behind Mona Lisa,Conversation
90,0.8927999999999999,0.89271,17.0,0.05251,19.04,9.084299999999999,36.0,0.25234,3.96,10.04713,53.0,stop,17,36,53,gemma3-12b-z-1200%,What is the capital of Australia?,Zero-Shot
91,0.8927999999999999,1.12568,20.0,0.056280000000000004,17.77,31.331490000000002,124.0,0.25267,3.96,32.69082,144.0,stop,24,124,148,gemma3-12b-z-1200%,Translate the following English sentence to Spanish: 'How are you today?',Zero-Shot
